data_entrada_brasil;data_cadastro;dif_dtcad_dtingr_meses;sexo;fx_etaria;pais_origem;distrito_moradia;regiao;condicoes_moradia;cidade_ingresso;cor_raca;escolaridade;situacao_migratoria;fonte_renda;sabendo_crai;demanda_1
22/07/2017;31/07/2017;0;Feminino;30 a 39 anos;Angola;Itaquera;leste;Igreja ou Instituição religiosa;Guarulhos;Preta;Ensino fundamental incompleto;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
29/07/2017;01/08/2017;0;Feminino;0 a 11 anos;Angola;Penha;leste;Casa de parente ou amigo;Guarulhos;Preta;Não frequentou escola;Visto de turismo;Não se aplica - criança/ adolescente;Amigos ou parentes;Regularização migratória
25/07/2017;01/08/2017;0;Masculino;40 a 49 anos;Angola;Sapopemba;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
29/07/2017;01/08/2017;0;Masculino;30 a 39 anos;Angola;Penha;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
24/08/2015;03/08/2017;23;Feminino;30 a 39 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
03/04/2016;07/08/2017;16;Masculino;30 a 39 anos;Angola;Ipiranga;sul;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Serviços de assistência social
05/02/2016;08/08/2017;18;Masculino;40 a 49 anos;Angola;Santana;norte;Ocupação;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
10/04/2017;08/08/2017;3;Feminino;18 a 29 anos;Angola;Santana;norte;Ocupação;Rio de Janeiro;Preta;Ensino médio incompleto;Solicitante de refúgio;Benefícios sociais (BPC, Bolsa família, Auxílio aluguel);Amigos ou parentes;Regularização migratória
01/08/2016;08/08/2017;12;Feminino;30 a 39 anos;Angola;República;centro;Ocupação;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Reinserção no mercado de trabalho
10/02/2015;08/08/2017;29;Feminino;40 a 49 anos;Angola;Penha;leste;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Visto temporário;Trabalhador CLT;Amigos ou parentes;Demandas diversas
07/08/2017;09/08/2017;0;Feminino;30 a 39 anos;Angola;Artur Alvim;leste ;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
03/08/2017;09/08/2017;0;Feminino;18 a 29 anos;Angola;Liberdade;centro;Centro de Acolhida;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
05/11/2015;10/08/2017;21;Feminino;30 a 39 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
05/11/2015;10/08/2017;21;Masculino;0 a 11 anos;Angola;Artur Alvim;leste ;Casa de parente ou amigo;Rio de Janeiro;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
05/11/2015;10/08/2017;21;Masculino;0 a 11 anos;Angola;Artur Alvim;leste ;Casa de parente ou amigo;Rio de Janeiro;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
05/11/2015;10/08/2017;21;Feminino;0 a 11 anos;Angola;Artur Alvim;leste ;Casa de parente ou amigo;Rio de Janeiro;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
31/07/2017;10/08/2017;0;Feminino;40 a 49 anos;Angola;Pari;leste;Centro de Acolhida;Guarulhos;Preta;Ensino médio incompleto;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
31/07/2017;10/08/2017;0;Masculino;0 a 11 anos;Angola;Pari;leste;Centro de Acolhida;Guarulhos;Preta;Ensino fundamental incompleto;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
05/01/2016;10/08/2017;19;Masculino;40 a 49 anos;Angola;Tatuapé;leste;Em situação de rua;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
03/07/2017;11/08/2017;1;Masculino;18 a 29 anos;Angola;Bom Retiro;centro;Centro de Acolhida;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Instituições ou organizações;Documentos
08/08/2017;11/08/2017;0;Masculino;18 a 29 anos;Angola;Ipiranga;sul;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
10/08/2017;11/08/2017;0;Masculino;30 a 39 anos;Angola;Bela Vista;centro;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
10/08/2017;11/08/2017;0;Feminino;18 a 29 anos;Angola;José Bonifácio;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
05/09/2016;14/08/2017;11;Masculino;40 a 49 anos;Angola;São Mateus;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
21/01/2016;14/08/2017;18;Feminino;30 a 39 anos;Angola;São Mateus;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
25/01/2016;14/08/2017;18;Feminino;0 a 11 anos;Angola;São Mateus;leste;Outros;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Não se aplica - criança/ adolescente;Amigos ou parentes;Regularização migratória
25/01/2016;14/08/2017;18;Feminino;0 a 11 anos;Angola;São Mateus;leste;Outros;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Não se aplica - criança/ adolescente;Amigos ou parentes;Regularização migratória
22/05/2015;14/08/2017;26;Feminino;0 a 11 anos;Angola;Santana;norte;Ocupação;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Benefícios sociais (BPC, Bolsa família, Auxílio aluguel);Amigos ou parentes;Regularização migratória
22/05/2015;14/08/2017;26;Feminino;30 a 39 anos;Angola;Santana;norte;Ocupação;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Benefícios sociais (BPC, Bolsa família, Auxílio aluguel);Amigos ou parentes;Regularização migratória
29/01/2016;14/08/2017;18;Feminino;18 a 29 anos;Angola;Itaquera;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
03/11/2012;14/08/2017;57;Feminino;30 a 39 anos;Angola;Ipiranga;sul;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio incompleto;Visto permanente;Trabalhador informal ou ambulante;Amigos ou parentes;Documentos
03/11/2012;14/08/2017;57;Feminino;18 a 29 anos;Angola;Ipiranga;sul;Casa de parente ou amigo;Rio de Janeiro;Preta;Ensino médio incompleto;Visto permanente;Desempregado;Amigos ou parentes;Documentos
13/08/2016;14/08/2017;12;Masculino;30 a 39 anos;Angola;Guaianases;leste;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
08/08/2017;14/08/2017;0;Feminino;30 a 39 anos;Angola;Liberdade;centro;Centro de Acolhida;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
09/08/2017;14/08/2017;0;Feminino;18 a 29 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
21/08/2016;15/08/2017;11;Masculino;40 a 49 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
16/05/2017;15/08/2017;2;Masculino;18 a 29 anos;Angola;Liberdade;centro;Centro de Acolhida;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Vaga em Centro de Acolhida
14/01/2013;16/08/2017;55;Feminino;30 a 39 anos;Angola;Brás;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
14/02/2016;16/08/2017;18;Masculino;18 a 29 anos;Angola;Santana;norte;Ocupação;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
15/08/2017;16/08/2017;0;Masculino;40 a 49 anos;Angola;Santa Cecília;centro;Aluguel ou pensão;São Paulo;Preta;Ensino médio incompleto;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
15/08/2017;16/08/2017;0;Feminino;30 a 39 anos;Angola;Artur Alvim;leste ;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio incompleto;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
15/08/2017;16/08/2017;0;Feminino;0 a 11 anos;Angola;Artur Alvim;leste ;Casa de parente ou amigo;Guarulhos;Preta;Ensino fundamental incompleto;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
05/04/2013;16/08/2017;52;Masculino;30 a 39 anos;Angola;Guaianases;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Orientação jurídica
14/03/2016;17/08/2017;17;Feminino;18 a 29 anos;Angola;Santana;norte;Ocupação;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Serviço público;Regularização migratória
16/05/2017;17/08/2017;3;Masculino;30 a 39 anos;Angola;Santana;norte;Ocupação;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Serviço público;Regularização migratória
28/09/2016;17/08/2017;10;Masculino;18 a 29 anos;Angola;Itaquera;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Reinserção no mercado de trabalho
08/08/2017;18/08/2017;0;Masculino;18 a 29 anos;Angola;Ipiranga;sul;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
24/04/2017;18/08/2017;3;Feminino;30 a 39 anos;Angola;Bela Vista;centro;Centro de Acolhida;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Reinserção no mercado de trabalho
09/08/2017;21/08/2017;0;Feminino;12 a 17 anos;Angola;Outro Município;Outro Município;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
15/08/2017;21/08/2017;0;Masculino;18 a 29 anos;Angola;Tatuapé;leste;Aluguel ou pensão;Foz do Iguaçu;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
15/08/2017;21/08/2017;0;Masculino;30 a 39 anos;Angola;Guaianases;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
01/11/2015;21/08/2017;21;Feminino;30 a 39 anos;Angola;Bela Vista;centro;Centro de Acolhida;Rio de Janeiro;Preta;Ensino médio completo;Visto permanente;Trabalhador informal ou ambulante;Amigos ou parentes;Reinserção no mercado de trabalho
17/07/2017;21/08/2017;1;Masculino;18 a 29 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Outros;Reinserção no mercado de trabalho
03/08/2017;21/08/2017;0;Masculino;18 a 29 anos;Angola;Artur Alvim;leste ;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
09/01/2016;22/08/2017;19;Feminino;30 a 39 anos;Angola;Santana;norte;Ocupação;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
15/10/2014;22/08/2017;34;Feminino;0 a 11 anos;Angola;Itaquera;leste;Igreja ou Instituição religiosa;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Benefícios sociais (BPC, Bolsa família, Auxílio aluguel);Outros;Regularização migratória
23/02/2016;22/08/2017;17;Feminino;30 a 39 anos;Angola;José Bonifácio;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Documentos
21/08/2017;22/08/2017;0;Feminino;30 a 39 anos;Angola;Penha;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
22/08/2017;23/08/2017;0;Masculino;18 a 29 anos;Angola;Ipiranga;sul;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
13/03/2016;23/08/2017;17;Feminino;30 a 39 anos;Angola;Santana;norte;Ocupação;Rio de Janeiro;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Documentos
02/02/2016;23/08/2017;18;Masculino;30 a 39 anos;Angola;Cangaíba;leste;Aluguel ou pensão;São José dos Pinhais;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
13/07/2016;23/08/2017;13;Feminino;30 a 39 anos;Angola;Cangaíba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
27/11/2015;23/08/2017;20;Masculino;30 a 39 anos;Angola;Consolação;centro;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Visto permanente;Trabalhador CLT;Amigos ou parentes;Documentos
22/02/2016;24/08/2017;18;Masculino;30 a 39 anos;Angola;Cidade Líder;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Reinserção no mercado de trabalho
22/08/2017;24/08/2017;0;Masculino;18 a 29 anos;Angola;Guaianases;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
06/07/2014;24/08/2017;37;Masculino;40 a 49 anos;Angola;Jabaquara;sul;Casa de parente ou amigo;Guarulhos;Preta;Ensino superior completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
24/10/2015;25/08/2017;22;Masculino;30 a 39 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
06/12/2015;25/08/2017;20;Masculino;0 a 11 anos;Angola;Santana;norte;Casa de parente ou amigo;Rio de Janeiro;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Outros;Amigos ou parentes;Regularização migratória
06/12/2015;25/08/2017;20;Masculino;0 a 11 anos;Angola;Santana;norte;Casa de parente ou amigo;Rio de Janeiro;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Benefícios sociais (BPC, Bolsa família, Auxílio aluguel);Amigos ou parentes;Regularização migratória
06/12/2015;25/08/2017;20;Feminino;30 a 39 anos;Angola;Santana;norte;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino fundamental completo;Solicitante de refúgio;Benefícios sociais (BPC, Bolsa família, Auxílio aluguel);Amigos ou parentes;Regularização migratória
15/08/2017;25/08/2017;0;Feminino;18 a 29 anos;Angola;Bela Vista;centro;Centro de Acolhida;São José dos Pinhais;Preta;Ensino médio completo;Visto de turismo;Desempregado;Não informado;Regularização migratória
22/08/2017;25/08/2017;0;Masculino;30 a 39 anos;Angola;Sé;centro;Igreja ou Instituição religiosa;Guarulhos;Preta;Ensino médio incompleto;Visto de turismo;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
22/08/2017;25/08/2017;0;Masculino;18 a 29 anos;Angola;Vila Matilde;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
25/05/2014;25/08/2017;39;Feminino;30 a 39 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
21/08/2017;28/08/2017;0;Masculino;30 a 39 anos;Angola;Santana;norte;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio incompleto;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
24/08/2017;28/08/2017;0;Masculino;30 a 39 anos;Angola;Outro Município;Outro Município;Em situação de rua;Guarulhos;Preta;Ensino fundamental incompleto;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
22/08/2017;28/08/2017;0;Masculino;30 a 39 anos;Angola;Santana;norte;Igreja ou Instituição religiosa;Guarulhos;Preta;Ensino fundamental incompleto;Visto de turismo;Desempregado;Serviço público;Regularização migratória
24/08/2017;28/08/2017;0;Masculino;30 a 39 anos;Angola;Santana;norte;Em situação de rua;Guarulhos;Preta;Ensino fundamental incompleto;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
24/08/2017;28/08/2017;0;Masculino;18 a 29 anos;Angola;Santana;norte;Em situação de rua;Guarulhos;Preta;Ensino fundamental incompleto;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
06/07/2017;28/08/2017;1;Feminino;30 a 39 anos;Angola;Brás;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino fundamental completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
13/03/2013;28/08/2017;53;Masculino;18 a 29 anos;Angola;Capão Redondo;sul;Em situação de rua;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Serviço público;Vaga em Centro de Acolhida
22/08/2017;29/08/2017;0;Feminino;30 a 39 anos;Angola;Liberdade;centro;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio incompleto;Visto de turismo;Desempregado;Instituições ou organizações;Demandas diversas
